GEO_ID	AREA_NAME	TABLE_ID	LINE_NUMBER	LINE_DESCRIPTION	ESTIMATE	MARGIN_OF_ERROR
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	69	Civilian veterans	59792	3,783
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	70	Total Civilian Noninstitutionalized Population	678014	4,729
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	71	With a disability	102334	5,365
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	72	Under 18 years	166477	1,746
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	73	With a disability	6989	1,822
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	74	18 to 64 years	413617	4,247
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	75	With a disability	56865	4,266
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	76	65 years and over	97920	1,278
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	77	With a disability	38480	2,211
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	78	Population 1 year and over	680426	3,824
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	79	Same house	580369	8,826
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	80	Different house in the U.S.	97319	8,421
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	81	Same county	71362	8,064
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	82	Different county	25957	4,261
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	83	Same state	9929	2,270
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	84	Different state	16028	3,994
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	85	Abroad	2738	1,368
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	86	Total population	689110	3,276
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	87	Native	667618	3,904
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	88	Born in United States	663985	4,253
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	89	State of residence	476619	10,000
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	90	Different state	187366	10,015
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	91	Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)	3633	1,327
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	92	Foreign born	21492	2,897
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	93	Foreign-born population	21492	2,897
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	94	Naturalized U.S. citizen	10414	2,357
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	95	Not a U.S. citizen	11078	2,377
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	96	Population born outside the United States	25125	3,085
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	97	Native	3633	1,327
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	98	Entered 2000 or later	458	342
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	99	Entered before 2000	3175	1,180
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	100	Foreign born	21492	2,897
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	101	Entered 2000 or later	10537	2,100
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	102	Entered before 2000	10955	1,869
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	103	Foreign-born population, excluding population born at sea	N	N
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	104	Europe	N	N
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	105	Asia	N	N
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	106	Africa	N	N
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	107	Oceania	N	N
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	108	Latin America	N	N
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	109	Northern America	N	N
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	110	Population 5 years and over	645133	3,522
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	111	English only	615249	4,063
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	112	Language other than English	29884	3,280
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	113	"Speak English less than ""very well"""	12345	2,876
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	114	Spanish	15388	2,549
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	115	"Speak English less than ""very well"""	7165	2,313
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	116	Other Indo-European languages	6613	1,802
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	117	"Speak English less than ""very well"""	1590	1,120
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	118	Asian and Pacific Islander languages	6448	1,260
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	119	"Speak English less than ""very well"""	2687	1,044
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	120	Other languages	1435	913
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	121	"Speak English less than ""very well"""	903	780
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	122	Total population	689110	3,276
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	123	American	88010	7,060
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	124	Arab	1674	939
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	125	Czech	325	284
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	126	Danish	926	858
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	127	Dutch	7976	2,501
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	128	English	62101	6,223
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	129	French (except Basque)	21688	3,785
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	130	French Canadian	3211	1,696
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	131	German	68439	7,215
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	132	Greek	1260	821
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	133	Hungarian	1305	851
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	134	Irish	74836	7,474
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	135	Italian	17431	3,316
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	136	Lithuanian	546	438
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	137	Norwegian	4665	2,161
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	138	Polish	2996	1,327
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	139	Portuguese	1053	674
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	140	Russian	1173	642
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	141	Scotch-Irish	10209	2,200
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	142	Scottish	14726	3,666
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	143	Slovak	402	361
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	144	Subsaharan African	3247	950
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	145	Swedish	3635	1,396
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	146	Swiss	1256	769
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	147	Ukrainian	281	240
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	148	Welsh	2466	1,040
50000US0101	Congressional District 1 (113th Congress), Alabama	DP02	149	West Indian (excluding Hispanic origin groups)	658	527
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	1	Total households	257657	3,370
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	2	Family households (families)	173602	3,276
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	3	With own children under 18 years	72310	2,778
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	4	Married-couple family	121584	3,398
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	5	With own children under 18 years	43286	2,494
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	6	Male householder, no wife present, family	10111	1,510
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	7	With own children under 18 years	4906	1,118
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	8	Female householder, no husband present, family	41907	2,543
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	9	With own children under 18 years	24118	2,007
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	10	Nonfamily households	84055	3,427
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	11	Householder living alone	73264	3,520
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	12	65 years and over	27253	1,600
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	13	Households with one or more people under 18 years	83500	2,968
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	14	Households with one or more people 65 years and over	68813	1,714
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	15	Average household size	2.56	0.04
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	16	Average family size	3.15	0.06
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	17	Population in households	659065	7,427
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	18	Householder	257657	3,370
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	19	Spouse	121630	3,589
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	20	Child	199722	7,087
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	21	Other relatives	51593	4,290
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	22	Nonrelatives	28463	3,006
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	23	Unmarried partner	9893	1,516
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	24	Males 15 years and over	260599	3,377
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	25	Never married	85030	3,122
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	26	Now married, except separated	132493	3,414
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	27	Separated	6112	1,203
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	28	Widowed	7738	1,196
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	29	Divorced	29226	2,016
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	30	Females 15 years and over	285477	3,567
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	31	Never married	73394	3,823
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	32	Now married, except separated	128040	4,129
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	33	Separated	10979	1,478
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	34	Widowed	31866	1,898
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	35	Divorced	41198	2,445
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	36	Number of women 15 to 50 years old who had a birth in the past 12 months	12438	1,796
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	37	Unmarried women (widowed, divorced, and never married)	6912	1,402
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	38	Per 1,000 unmarried women	77	15
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	39	Per 1,000 women 15 to 50 years old	76	11
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	40	Per 1,000 women 15 to 19 years old	48	23
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	41	Per 1,000 women 20 to 34 years old	133	23
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	42	Per 1,000 women 35 to 50 years old	31	8
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	43	Number of grandparents living with own grandchildren under 18 years	17961	2,271
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	44	Responsible for grandchildren	9926	1,637
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	45	Less than 1 year	2593	903
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	46	1 or 2 years	2063	712
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	47	3 or 4 years	1389	484
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	48	5 or more years	3881	1,037
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	49	Number of grandparents responsible for own grandchildren under 18 years	9926	1,637
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	50	Who are female	6751	1,184
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	51	Who are married	7143	1,442
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	52	Population 3 years and over enrolled in school	171120	4,748
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	53	Nursery school, preschool	8109	1,379
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	54	Kindergarten	10788	1,661
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	55	Elementary school (grades 1-8)	73299	3,185
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	56	High school (grades 9-12)	39044	2,412
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	57	College or graduate school	39880	3,025
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	58	Population 25 years and over	452332	5,103
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	59	Less than 9th grade	26299	2,403
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	60	9th to 12th grade, no diploma	53112	3,457
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	61	High school graduate (includes equivalency)	144594	4,613
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	62	Some college, no degree	98620	4,547
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	63	Associate's degree	36244	2,776
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	64	Bachelor's degree	60819	3,357
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	65	Graduate or professional degree	32644	3,095
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	66	Percent high school graduate or higher	82.4	0.9
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	67	Percent bachelor's degree or higher	20.7	0.9
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	68	Civilian population 18 years and over	511593	5,602
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	69	Civilian veterans	70401	3,403
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	70	Total Civilian Noninstitutionalized Population	658101	7,445
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	71	With a disability	117193	4,842
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	72	Under 18 years	160893	3,551
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	73	With a disability	11582	2,168
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	74	18 to 64 years	402005	5,797
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	75	With a disability	64399	3,821
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	76	65 years and over	95203	1,753
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	77	With a disability	41212	1,902
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	78	Population 1 year and over	670635	6,927
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	79	Same house	558724	9,802
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	80	Different house in the U.S.	109178	8,519
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	81	Same county	56621	5,833
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	82	Different county	52557	5,635
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	83	Same state	27724	3,644
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	84	Different state	24833	4,075
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	85	Abroad	2733	1,123
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	86	Total population	678860	7,137
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	87	Native	661082	7,551
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	88	Born in United States	653572	7,746
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	89	State of residence	469398	8,332
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	90	Different state	184174	6,860
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	91	Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)	7510	1,558
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	92	Foreign born	17778	2,616
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	93	Foreign-born population	17778	2,616
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	94	Naturalized U.S. citizen	6157	1,164
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	95	Not a U.S. citizen	11621	2,309
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	96	Population born outside the United States	25288	2,937
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	97	Native	7510	1,558
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	98	Entered 2000 or later	1467	533
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	99	Entered before 2000	6043	1,518
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	100	Foreign born	17778	2,616
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	101	Entered 2000 or later	8817	2,013
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	102	Entered before 2000	8961	1,500
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	103	Foreign-born population, excluding population born at sea	N	N
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	104	Europe	N	N
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	105	Asia	N	N
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	106	Africa	N	N
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	107	Oceania	N	N
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	108	Latin America	N	N
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	109	Northern America	N	N
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	110	Population 5 years and over	636398	6,563
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	111	English only	606943	7,159
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	112	Language other than English	29455	3,665
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	113	"Speak English less than ""very well"""	12526	2,242
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	114	Spanish	19204	2,349
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	115	"Speak English less than ""very well"""	8016	1,688
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	116	Other Indo-European languages	3780	1,126
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	117	"Speak English less than ""very well"""	1325	618
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	118	Asian and Pacific Islander languages	6203	1,993
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	119	"Speak English less than ""very well"""	3118	1,194
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	120	Other languages	268	214
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	121	"Speak English less than ""very well"""	67	83
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	122	Total population	678860	7,137
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	123	American	121867	7,209
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	124	Arab	383	261
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	125	Czech	563	600
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	126	Danish	302	224
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	127	Dutch	5029	1,188
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	128	English	54293	4,427
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	129	French (except Basque)	9269	1,736
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	130	French Canadian	947	384
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	131	German	44000	4,428
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	132	Greek	727	492
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	133	Hungarian	494	343
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	134	Irish	55920	4,396
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	135	Italian	8296	1,963
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	136	Lithuanian	159	221
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	137	Norwegian	2783	1,127
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	138	Polish	2851	775
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	139	Portuguese	214	159
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	140	Russian	781	347
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	141	Scotch-Irish	11461	2,718
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	142	Scottish	10125	1,685
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	143	Slovak	40	54
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	144	Subsaharan African	11099	1,734
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	145	Swedish	1659	543
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	146	Swiss	407	306
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	147	Ukrainian	250	323
50000US0102	Congressional District 2 (113th Congress), Alabama	DP02	148	Welsh	2016	644
